Chromosome,Start,End,Name,Start_b,End_b,Name_b,Score,Strand,Distance
chr17,25874314,25876675,7343,25873500,25875500,0610011F06Rik,.,+,0
chr17,25917565,25919906,7344,25919714,25921714,Rab40c,.,-,0
chr17,25941159,25942706,7345,25941962,25943962,Pigq,.,-,0
chr17,25979230,25981512,7346,25965505,25967505,Solh,.,-,11726
chr17,25982603,25986682,7347,25965505,25967505,Solh,.,-,15099
chr17,26000639,26007079,7348,25965505,25967505,Solh,.,-,33135
chr17,26020685,26023145,7349,26069177,26071177,Rab11fip3,.,-,46033
chr17,26067819,26070359,7350,26069177,26071177,Rab11fip3,.,-,0
chr17,26088864,26090850,7351,26090164,26092164,Decr2,.,-,0
chr17,26112291,26119357,7352,26111316,26113316,Tmem8,.,+,0
chr17,26122517,26125201,7353,26121503,26123503,Mrpl28,.,+,0
chr17,26137285,26140393,7354,26136686,26138686,Axin1,.,+,0
chr17,26241992,26244782,7355,26244242,26246242,Itfg3,.,-,0
chr17,26251883,26254959,7356,26250910,26252910,Luc7l,.,+,0
chr17,26414732,26415857,7357,26412965,26414965,Neurl1b,.,+,0
chr17,26419606,26420948,7358,26412965,26414965,Neurl1b,.,+,4642
chr17,26506449,26509575,7359,26508472,26510472,Dusp1,.,-,0
chr17,26521437,26522818,7360,26508472,26510472,Dusp1,.,-,10966
chr17,26523093,26525079,7361,26508472,26510472,Dusp1,.,-,12622
chr17,26535728,26540582,7362,26559512,26561512,Ergic1,.,+,18931
chr17,26560207,26563610,7363,26559512,26561512,Ergic1,.,+,0
chr17,26616383,26617889,7364,26559512,26561512,Ergic1,.,+,54872
chr17,26618718,26622833,7365,26674396,26676396,Atp6v0e,.,+,51564
chr17,26637245,26639152,7366,26674396,26676396,Atp6v0e,.,+,35245
chr17,26662377,26664472,7367,26674396,26676396,Atp6v0e,.,+,9925
chr17,26675485,26678984,7368,26674396,26676396,Atp6v0e,.,+,0
chr17,26698820,26701830,7369,26713650,26715650,A930001N09Rik,.,+,11821
chr17,26713391,26716442,7370,26713650,26715650,A930001N09Rik,.,+,0
chr17,26716468,26717821,7371,26713650,26715650,A930001N09Rik,.,+,819
chr17,26780590,26782371,7372,26779079,26781079,Bnip1,.,+,0
chr17,26916825,26918503,7373,26915091,26917091,Kifc5b,.,+,0
chr17,26932362,26934652,7374,26931127,26933127,Phf1,.,+,0
chr17,26937358,26940624,7375,26939478,26941478,Cuta,.,-,0
chr17,26952792,26955347,7376,26948119,26950119,Mir3083,.,-,2674
chr17,26971526,26975061,7377,26971179,26973179,Zbtb9,.,+,0
chr17,27007557,27009374,7378,27016035,27018035,Ggnbp1,.,+,6662
chr17,27017343,27018826,7379,27016035,27018035,Ggnbp1,.,+,0
chr17,27024716,27029407,7380,27028626,27030626,Bak1,.,-,0
chr17,27037064,27039793,7381,27028626,27030626,Bak1,.,-,6439
chr17,27047525,27049395,7382,27055304,27057304,Itpr3,.,+,5910
chr17,27055373,27061304,7383,27055304,27057304,Itpr3,.,+,0
chr17,27072762,27076503,7384,27055304,27057304,Itpr3,.,+,15459
chr17,27081346,27084927,7385,27055304,27057304,Itpr3,.,+,24043
chr17,27203119,27205210,7386,27204438,27206438,Lemd2,.,-,0
chr17,27327937,27330281,7387,27204438,27206438,Lemd2,.,-,121500
chr17,27439962,27446283,7388,27503304,27505304,Grm4,.,-,57022
chr17,27554817,27559725,7389,27554574,27556574,Hmga1,.,+,0
chr17,27564375,27566707,7390,27565727,27567727,AI413582,.,-,0
chr17,27621450,27626607,7391,27623452,27625452,Nudt3,.,-,0
chr17,27633488,27636229,7392,27635242,27637242,Rps10,.,-,0
chr17,27649812,27651626,7393,27653682,27655682,Pacsin1,.,+,2057
chr17,27797736,27798268,7394,27820542,27822542,D17Wsu92e,.,-,22275
chr17,27810371,27812992,7395,27820542,27822542,D17Wsu92e,.,-,7551
chr17,27817626,27823500,7396,27820542,27822542,D17Wsu92e,.,-,0
chr17,27838192,27840911,7397,27838087,27840087,Snrpc,.,+,0
chr17,27856300,27857661,7398,27854507,27856507,Uhrf1bp1,.,+,0
chr17,27906879,27912503,7399,27907340,27909340,Anks1,.,+,0
chr17,28176772,28178093,7400,28175418,28177418,Zfp523,.,+,0
chr17,28232488,28235186,7401,28230754,28232754,Ppard,.,+,0
chr17,28268265,28274781,7402,28269708,28271708,1810013A23Rik,.,+,0
chr17,28279072,28281231,7403,28269708,28271708,1810013A23Rik,.,+,7365
chr17,28312862,28314812,7404,28311530,28313530,Fance,.,+,0
chr17,28327147,28331126,7405,28326471,28328471,Rpl10a,.,+,0
chr17,28347928,28352008,7406,28350805,28352805,Tead3,.,-,0
chr17,28407421,28409569,7407,28365143,28367143,Tulp1,.,-,40279
chr17,28484862,28486175,7408,28486112,28488112,Fkbp5,.,-,0
chr17,28511452,28517276,7409,28528861,28530861,4930511I11Rik,.,+,11586
chr17,28521647,28522643,7410,28528861,28530861,4930511I11Rik,.,+,6219
chr17,28522736,28523889,7411,28528861,28530861,4930511I11Rik,.,+,4973
chr17,28620072,28623202,7412,28622454,28624454,Srpk1,.,-,0
chr17,28681645,28684974,7413,28689342,28691342,Mapk14,.,+,4369
chr17,28691223,28694572,7414,28689342,28691342,Mapk14,.,+,0
chr17,28768571,28774121,7415,28767317,28769317,Mapk13,.,+,0
chr17,28799412,28805726,7416,28799126,28801126,Brpf3,.,+,0
chr17,28816597,28819206,7417,28799126,28801126,Brpf3,.,+,15472
chr17,28824833,28826371,7418,28799126,28801126,Brpf3,.,+,23708
chr17,28842782,28844826,7419,28856411,28858411,Pnpla1,.,+,11586
chr17,28846250,28849848,7420,28856411,28858411,Pnpla1,.,+,6564
chr17,28911923,28917684,7421,28915324,28917324,4930539E08Rik,.,-,0
chr17,28929395,28932190,7422,28942262,28944262,Pxt1,.,-,10073
chr17,28951612,28954211,7423,28951216,28953216,Kctd20,.,+,0
chr17,29004405,29009084,7424,29007937,29009937,Stk38,.,-,0
chr17,29031020,29036220,7425,29030660,29032660,Srsf3,.,+,0
chr17,29050146,29054959,7426,29030660,29032660,Srsf3,.,+,17487
chr17,29092983,29098060,7427,29088986,29090986,Cdkn1a,.,+,1998
chr17,29261882,29264926,7428,29263971,29265971,Ppil1,.,-,0
chr17,29267466,29271463,7429,29266788,29268788,BC004004,.,+,0
chr17,29292259,29295449,7430,29316882,29318882,Pi16,.,+,21434
chr17,29346541,29349417,7431,29347904,29349904,Mtch1,.,-,0
chr17,29393942,29396987,7432,29358914,29360914,Fgd2,.,+,33029
chr17,29439189,29443429,7433,29489045,29491045,Pim1,.,+,45617
chr17,29482562,29483986,7434,29489045,29491045,Pim1,.,+,5060
chr17,29490688,29494419,7435,29489045,29491045,Pim1,.,+,0
chr17,29549720,29551477,7436,29547802,29549802,Tbc1d22b,.,+,0
chr17,29577803,29581757,7437,29596305,29598305,0610038L08Rik,.,-,14549
chr17,29613982,29617337,7438,29612831,29614831,Rnf8,.,+,0
chr17,29659557,29661877,7439,29658601,29660601,Ftsjd2,.,+,0
chr17,30003330,30009531,7440,30003087,30005087,Zfand3,.,+,0
chr17,30117885,30122407,7441,30003087,30005087,Zfand3,.,+,112799
chr17,30133499,30138165,7442,30003087,30005087,Zfand3,.,+,128413
chr17,30414449,30419175,7443,30396180,30398180,Gm6402,.,-,16270
chr17,30574891,30577573,7444,30576287,30578287,Btbd9,.,-,0
chr17,30605661,30608761,7445,30612659,30614659,Glo1,.,-,3899
chr17,30608822,30612949,7446,30612659,30614659,Glo1,.,-,0
chr17,31294824,31298472,7447,31293483,31295483,Slc37a1,.,+,0
chr17,31303327,31307355,7448,31293483,31295483,Slc37a1,.,+,7845
chr17,31319719,31320823,7449,31293483,31295483,Slc37a1,.,+,24237
chr17,31322664,31327108,7450,31293483,31295483,Slc37a1,.,+,27182
chr17,31359163,31362522,7451,31384234,31386234,Pde9a,.,+,21713
chr17,31386096,31387767,7452,31384234,31386234,Pde9a,.,+,0
chr17,31423157,31426241,7453,31384234,31386234,Pde9a,.,+,36924
chr17,31430948,31435385,7454,31384234,31386234,Pde9a,.,+,44715
chr17,31441655,31446974,7455,31384234,31386234,Pde9a,.,+,55422
chr17,31511078,31513086,7456,31512487,31514487,Wdr4,.,-,0
chr17,31519391,31521051,7457,31518115,31520115,Ndufv3,.,+,0
chr17,31564657,31566221,7458,31562773,31564773,Pknox1,.,+,0
chr17,31570142,31570935,7459,31562773,31564773,Pknox1,.,+,5370
chr17,31587371,31589621,7460,31562773,31564773,Pknox1,.,+,22599
chr17,31656552,31659706,7461,31658754,31660754,U2af1,.,-,0
chr17,31747735,31750102,7462,31675945,31677945,Cryaa,.,+,69791
chr17,31854401,31859604,7463,31855792,31857792,Sik1,.,-,0
chr17,31868354,31869224,7464,31855792,31857792,Sik1,.,-,10563
chr17,31870835,31872220,7465,31855792,31857792,Sik1,.,-,13044
chr17,31872289,31873805,7466,31855792,31857792,Sik1,.,-,14498
chr17,31965213,31967239,7467,32034162,32036162,Rrp1b,.,+,66924
chr17,31993571,31994745,7468,32034162,32036162,Rrp1b,.,+,39418
chr17,32035622,32037162,7469,32034162,32036162,Rrp1b,.,+,0
chr17,32096917,32101069,7470,32091423,32093423,Pdxk-ps,.,-,3495
chr17,32283115,32286142,7471,32284123,32286123,Brd4,.,-,0
chr17,32319684,32322668,7472,32321153,32323153,Akap8,.,-,0
chr17,32348943,32351272,7473,32350577,32352577,Akap8l,.,-,0
chr17,32362837,32365759,7474,32350577,32352577,Akap8l,.,-,10261
chr17,32368696,32369638,7475,32350577,32352577,Akap8l,.,-,16120
chr17,32388355,32389575,7476,32389439,32391439,Wiz,.,-,0
chr17,32467834,32469898,7477,32450723,32452723,Cyp4f39,.,+,15112
chr17,32527781,32531541,7478,32534629,32536629,Cyp4f16,.,+,3089
chr17,32534976,32535575,7479,32534629,32536629,Cyp4f16,.,+,0
chr17,32536485,32537482,7480,32534629,32536629,Cyp4f16,.,+,0
chr17,32634552,32638227,7481,32619319,32621319,Gm9705,.,+,13234
chr17,32658388,32660857,7482,32657483,32659483,Cyp4f40,.,+,0
chr17,32675426,32677927,7483,32683659,32685659,Cyp4f15,.,+,5733
chr17,32786494,32788702,7484,32788287,32790287,Zfp871,.,-,0
chr17,32829011,32830622,7485,32830248,32832248,Zfp799,.,-,0
chr17,32890008,32892501,7486,32891603,32893603,Zfp870,.,-,0
chr17,32915360,32917528,7487,32917329,32919329,Cyp4f14,.,-,0
chr17,32924641,32925885,7488,32917329,32919329,Cyp4f14,.,-,5313
chr17,32941831,32949125,7489,32947361,32949361,Cyp4f13,.,-,0
chr17,32964592,32968411,7490,32963831,32965831,Zfp472,.,+,0
chr17,32992159,32994217,7491,32991139,32993139,Zfp952,.,+,0
chr17,33088616,33090181,7492,33087367,33089367,Zfp563,.,+,0
chr17,33091805,33093570,7493,33087367,33089367,Zfp563,.,+,2439
chr17,33254202,33255579,7494,33255145,33257145,Zfp955a,.,-,0
chr17,33288913,33290509,7495,33287544,33289544,Zfp955b,.,+,0
chr17,33357853,33359591,7496,33358878,33360878,Zfp81,.,-,0
chr17,33393617,33395459,7497,33394637,33396637,Zfp101,.,-,0
chr17,33628474,33629992,7498,33627092,33629092,Zfp414,.,+,0
chr17,33683996,33686199,7499,33685458,33687458,Hnrnpm,.,-,0
chr17,33717700,33718780,7500,33718677,33720677,March2,.,-,0
chr17,33754688,33761544,7501,33760486,33762486,Rab11b,.,-,0
chr17,33775776,33776901,7502,33781575,33783575,Angptl4,.,-,4675
chr17,33816767,33817726,7503,33822614,33824614,Ndufa7,.,+,4889
chr17,33822733,33825777,7504,33822614,33824614,Ndufa7,.,+,0
chr17,33889268,33891342,7505,33890633,33892633,Kifc1,.,-,0
chr17,33907537,33911120,7506,33907445,33909445,Daxx,.,+,0
chr17,33915632,33916844,7507,33914176,33916176,Zbtb22,.,+,0
chr17,33918308,33921285,7508,33917478,33919478,Tapbp,.,+,0
chr17,33928271,33931214,7509,33927894,33929894,Rgl2,.,+,0
chr17,33938196,33941701,7510,33938723,33940723,Wdr46,.,+,0
chr17,33953872,33955681,7511,33953882,33955882,Vps52,.,+,0
chr17,33955708,33956877,7512,33953882,33955882,Vps52,.,+,0
chr17,33977328,33981373,7513,33978791,33980791,H2-K2,.,-,0
chr17,33998682,34001064,7514,34000333,34002333,H2-K1,.,-,0
chr17,34023415,34025805,7515,34024680,34026680,Ring1,.,-,0
chr17,34030198,34033460,7516,34029812,34031812,Rxrb,.,+,0
chr17,34119449,34124182,7517,34122607,34124607,Brd2,.,-,0
chr17,34135327,34137132,7518,34133671,34135671,H2-DMa,.,+,0
chr17,34152561,34154135,7519,34151191,34153191,H2-DMb1,.,+,0
chr17,34185868,34188716,7520,34185556,34187556,Tap1,.,+,0
chr17,34197209,34199461,7521,34196195,34198195,Psmb8,.,+,0
chr17,34203327,34205451,7522,34202479,34204479,Tap2,.,+,0
chr17,34261125,34265577,7523,34261227,34263227,H2-Ab1,.,+,0
chr17,34286055,34287967,7524,34287771,34289771,H2-Aa,.,-,0
chr17,34294772,34297246,7525,34287771,34289771,H2-Aa,.,-,5002
chr17,34299899,34302367,7526,34303867,34305867,H2-Eb1,.,+,1501
chr17,34304250,34307196,7527,34303867,34305867,H2-Eb1,.,+,0
chr17,34309076,34310847,7528,34303867,34305867,H2-Eb1,.,+,3210
chr17,34353846,34356984,7529,34352822,34354822,Btnl2,.,+,0
chr17,34376578,34378999,7530,34375132,34377132,Btnl1,.,+,0
chr17,34398492,34399430,7531,34396820,34398820,BC051142,.,+,0
chr17,34441212,34443354,7532,34475937,34477937,Btnl4,.,-,32584
chr17,34447503,34450165,7533,34475937,34477937,Btnl4,.,-,25773
chr17,34472285,34478953,7534,34475937,34477937,Btnl4,.,-,0
chr17,34492608,34498988,7535,34497429,34499429,Btnl5,.,-,0
chr17,34514737,34520195,7536,34517352,34519352,Btnl6,.,-,0
chr17,34544930,34551241,7537,34562295,34564295,Notch4,.,+,11055
chr17,34586655,34588402,7538,34587806,34589806,Gpsm3,.,+,0
chr17,34590979,34594100,7539,34590471,34592471,Pbx2,.,+,0
chr17,34602525,34603795,7540,34603561,34605561,Rnf5,.,-,0
chr17,34604161,34607703,7541,34603561,34605561,Rnf5,.,-,0
chr17,34625370,34629163,7542,34627097,34629097,Ppt2,.,-,0
chr17,34644516,34645701,7543,34642883,34644883,Fkbpl,.,+,0
chr17,34647020,34648372,7544,34645180,34647180,Atf6b,.,+,0
chr17,34835500,34838372,7545,34835019,34837019,Dom3z,.,+,0
chr17,34848985,34851952,7546,34848391,34850391,Rdbp,.,+,0
chr17,34860779,34864095,7547,34862514,34864514,Cfb,.,-,0
chr17,34892093,34895243,7548,34892559,34894559,Zbtb12,.,+,0
chr17,34897402,34901952,7549,34896499,34898499,Ehmt2,.,+,0
chr17,34910469,34911133,7550,34912466,34914466,Slc44a4,.,+,1334
chr17,34912874,34918681,7551,34912466,34914466,Slc44a4,.,+,0
chr17,34930596,34934438,7552,34929253,34931253,Neu1,.,+,0
chr17,34942571,34945447,7553,34951008,34953008,Snord52,.,-,5562
chr17,34948363,34953382,7554,34951008,34953008,Snord52,.,-,0
chr17,34958290,34960454,7555,34959238,34961238,Hspa1b,.,-,0
chr17,34971334,34972382,7556,34970703,34972703,Hspa1l,.,+,0
chr17,34979774,34983133,7557,34979854,34981854,Lsm2,.,+,0
chr17,34998560,35002702,7558,34998907,35000907,Vars,.,+,0
chr17,35021389,35024744,7559,35028016,35030016,Ng23,.,-,3273
chr17,35045545,35052546,7560,35046723,35048723,Msh5,.,-,0
chr17,35088234,35090956,7561,35087291,35089291,Abhd16a,.,+,0
chr17,35120128,35122502,7562,35119496,35121496,Gpank1,.,+,0
chr17,35124159,35127648,7563,35124402,35126402,D17H6S53E,.,+,0
chr17,35134283,35137720,7564,35133178,35135178,Bag6,.,+,0
chr17,35162476,35166409,7565,35164877,35166877,Prrc2a,.,-,0
chr17,35209624,35211993,7566,35205351,35207351,Lta,.,-,2274
chr17,35232753,35236742,7567,35234596,35236596,Atp6v1g2,.,+,0
chr17,35239794,35246352,7568,35239746,35241746,Ddx39b,.,+,0
chr17,35261744,35264856,7569,35261094,35263094,H2-D1,.,+,0
chr17,35301567,35306079,7570,35318558,35320558,H2-Q1,.,+,12480
chr17,35320199,35324615,7571,35318558,35320558,H2-Q1,.,+,0
chr17,35341956,35344846,7572,35340333,35342333,H2-Q2,.,+,0
chr17,35378563,35380791,7573,35377617,35379617,H2-Q4,.,+,0
chr17,35393424,35394930,7574,35392099,35394099,H2-Q8,.,+,0
chr17,35423661,35426041,7575,35422877,35424877,H2-Q6,.,+,0
chr17,35438266,35440185,7576,35437155,35439155,H2-Q7,.,+,0
chr17,35479362,35481462,7577,35468089,35470089,H2-Q10,.,+,9274
chr17,35517008,35518170,7578,35515116,35517116,Cchcr1,.,+,0
chr17,35666558,35668697,7579,35667592,35669592,Vars2,.,-,0
chr17,35673050,35674433,7580,35673682,35675682,Gtf2h4,.,-,0
chr17,35699463,35701719,7581,35704139,35706139,Ddr1,.,-,2421
chr17,35703762,35705778,7582,35704139,35706139,Ddr1,.,-,0
chr17,35820629,35824095,7583,35819713,35821713,Ier3,.,+,0
chr17,35836274,35839118,7584,35838301,35840301,Tubb5,.,-,0
chr17,35860606,35861835,7585,35859318,35861318,Nrm,.,+,0
chr17,35865539,35868257,7586,35863595,35865595,Ppp1r18,.,+,0
chr17,35879351,35880864,7587,35877778,35879778,Dhx16,.,+,0
chr17,35895905,35898413,7588,35897378,35899378,2310061I04Rik,.,-,0
chr17,35908229,35911113,7589,35910068,35912068,Atat1,.,-,0
chr17,35914256,35920855,7590,35914911,35916911,Ppp1r10,.,+,0
chr17,35967454,35970959,7591,35969750,35971750,Abcf1,.,-,0
chr17,35978242,35981697,7592,35977955,35979955,Gnl1,.,+,0
chr17,35993556,35996715,7593,35992504,35994504,A930015D03Rik,.,+,0
chr17,35997194,36001415,7594,35992504,35994504,A930015D03Rik,.,+,2691
chr17,36031351,36033860,7595,36032701,36034701,H2-T23,.,-,0
chr17,36041602,36044868,7596,36040961,36042961,Gm6034,.,+,0
chr17,36057015,36060169,7597,36058371,36060371,Gm11127,.,-,0
chr17,36083537,36084518,7598,36084249,36086249,H2-Bl,.,-,0
chr17,36110288,36112310,7599,36121444,36123444,H2-T10,.,-,9135
chr17,36120809,36122164,7600,36121444,36123444,H2-T10,.,-,0
chr17,36128323,36129590,7601,36129425,36131425,Gm7030,.,-,0
chr17,36144322,36147221,7602,36143018,36145018,2410017I17Rik,.,+,0
chr17,36166799,36168774,7603,36168537,36170537,Gm8909,.,-,0
chr17,36178006,36180112,7604,36176777,36178777,Gm6623,.,+,0
chr17,36188575,36190842,7605,36190151,36192151,H2-T3,.,-,0
chr17,36204879,36206481,7606,36190151,36192151,H2-T3,.,-,12729
chr17,36231060,36231976,7607,36257846,36259846,Rpp21,.,-,25871
chr17,36257136,36259587,7608,36257846,36259846,Rpp21,.,-,0
chr17,36269776,36272667,7609,36272004,36274004,Trim39,.,-,0
chr17,36835473,36838888,7610,36835141,36837141,Trim26,.,+,0
chr17,36843766,36845332,7611,36835141,36837141,Trim26,.,+,6626
chr17,36864352,36868526,7612,36867210,36869210,Trim15,.,-,0
chr17,36884519,36886198,7613,36890125,36892125,Trim40,.,-,3928
chr17,36888590,36891141,7614,36890125,36892125,Trim40,.,-,0
chr17,36894449,36900768,7615,36896130,36898130,Trim31,.,+,0
chr17,36950709,36952459,7616,36951792,36953792,Ppp1r11,.,-,0
chr17,36957395,36959592,7617,36956592,36958592,Znrd1as,.,+,0
chr17,37269951,37271255,7618,37268234,37270234,H2-M3,.,+,0
chr17,38569992,38570725,7619,38552192,38554192,Gm20410,.,+,15801
chr17,38880762,38881566,7620,39034695,39036695,Esp24,.,+,153130
chr17,39842761,39849234,7621,39840997,39842997,Rn45s,.,+,0
chr17,39952336,39952713,7622,39948520,39950520,Esp38,.,+,1817
chr17,40876168,40882173,7623,40880558,40882558,9130008F23Rik,.,-,0
chr17,40933185,40936213,7624,40932685,40934685,Mut,.,+,0
chr17,42872480,42878324,7625,42876424,42878424,Cd2ap,.,-,0
chr17,42882505,42886760,7626,42876424,42878424,Cd2ap,.,-,4082
chr17,42891568,42895039,7627,42876424,42878424,Cd2ap,.,-,13145
chr17,42899751,42902031,7628,42876424,42878424,Cd2ap,.,-,21328
chr17,42904309,42905130,7629,42876424,42878424,Cd2ap,.,-,25886
chr17,42909416,42910671,7630,42876424,42878424,Cd2ap,.,-,30993
chr17,42925695,42929176,7631,42876424,42878424,Cd2ap,.,-,47272
chr17,42936777,42940978,7632,42876424,42878424,Cd2ap,.,-,58354
chr17,43016104,43017794,7633,43014555,43016555,Tnfrsf21,.,+,0
chr17,43028186,43031179,7634,43014555,43016555,Tnfrsf21,.,+,11632
chr17,43075614,43077992,7635,43014555,43016555,Tnfrsf21,.,+,59060
chr17,43113043,43118360,7636,43158291,43160291,E130008D07Rik,.,-,39932
chr17,43137229,43139203,7637,43158291,43160291,E130008D07Rik,.,-,19089
chr17,43500393,43502840,7638,43502773,43504773,Mep1a,.,-,0
chr17,44078238,44079690,7639,44076846,44078846,Enpp5,.,+,0
chr17,44100301,44101943,7640,44105808,44107808,Enpp4,.,-,3866
chr17,44133741,44136388,7641,44105808,44107808,Enpp4,.,-,25934
chr17,44151282,44152630,7642,44186572,44188572,Clic5,.,+,33943
chr17,44188022,44189338,7643,44186572,44188572,Clic5,.,+,0
chr17,44193178,44193860,7644,44186572,44188572,Clic5,.,+,4607
chr17,44238432,44240898,7645,44186572,44188572,Clic5,.,+,49861
chr17,44776605,44778468,7646,44775171,44777171,Supt3h,.,+,0
chr17,45431415,45435496,7647,45433707,45435707,Cdc5l,.,-,0
chr17,45506597,45507522,7648,45504841,45506841,Aars2,.,+,0
chr17,45555054,45556514,7649,45553716,45555716,Nfkbie,.,+,0
chr17,45563697,45565513,7650,45562152,45564152,Slc35b2,.,+,0
chr17,45570964,45575170,7651,45573261,45575261,Hsp90ab1,.,-,0
chr17,45684347,45687593,7652,45684372,45686372,Mrpl14,.,+,0
chr17,45725211,45727251,7653,45733844,45735844,1600014C23Rik,.,-,6594
chr17,45765798,45768532,7654,45733844,45735844,1600014C23Rik,.,-,29955
chr17,45949086,45952647,7655,46032377,46034377,Vegfa,.,-,79731
chr17,45970222,45973691,7656,46032377,46034377,Vegfa,.,-,58687
chr17,45984152,45989247,7657,46032377,46034377,Vegfa,.,-,43131
chr17,45993548,45994636,7658,46032377,46034377,Vegfa,.,-,37742
chr17,45998756,45999445,7659,46032377,46034377,Vegfa,.,-,32933
chr17,46025951,46032896,7660,46032377,46034377,Vegfa,.,-,0
chr17,46110381,46111980,7661,46109004,46111004,Mrps18a,.,+,0
chr17,46152106,46154136,7662,46153551,46155551,Mad2l1bp,.,-,0
chr17,46158182,46164500,7663,46159032,46161032,Gtpbp2,.,+,0
chr17,46201252,46204208,7664,46200855,46202855,Xpo5,.,+,0
chr17,46246267,46249526,7665,46246080,46248080,Yipf3,.,+,0
chr17,46265857,46271830,7666,46283026,46285026,Tjap1,.,-,11197
chr17,46281895,46284047,7667,46283026,46285026,Tjap1,.,-,0
chr17,46321325,46323863,7668,46328023,46330023,Abcc10,.,-,4161
chr17,46326883,46329167,7669,46328023,46330023,Abcc10,.,-,0
chr17,46382691,46384842,7670,46381766,46383766,Zfp318,.,+,0
chr17,46554670,46557741,7671,46556162,46558162,Srf,.,-,0
chr17,46642939,46647539,7672,46644248,46646248,Mrpl2,.,+,0
chr17,46672959,46675230,7673,46674255,46676255,Rrp36,.,-,0
chr17,46677820,46680948,7674,46679137,46681137,Mea1,.,+,0
chr17,46681011,46682567,7675,46679137,46681137,Mea1,.,+,0
chr17,46702940,46706041,7676,46705002,46707002,Ppp2r5d,.,-,0
chr17,46710625,46713345,7677,46709463,46711463,Pex6,.,+,0
chr17,46751138,46752503,7678,46752212,46754212,Cnpy3,.,-,0
chr17,46772000,46774237,7679,46770635,46772635,2310039H08Rik,.,+,0
chr17,46781206,46783763,7680,46782656,46784656,Rpl7l1,.,-,0
chr17,46854503,46859596,7681,46831413,46833413,BC032203,.,-,21091
chr17,46862871,46865019,7682,46888621,46890621,Tbcc,.,+,23603
chr17,46872914,46875197,7683,46888621,46890621,Tbcc,.,+,13425
chr17,46889088,46890380,7684,46888621,46890621,Tbcc,.,+,0
chr17,46890538,46892456,7685,46888621,46890621,Tbcc,.,+,0
chr17,47009041,47011407,7686,47010532,47012532,Ubr2,.,-,0
chr17,47368065,47369973,7687,47366887,47368887,Mrps10,.,+,0
